id,submit_time,duration,transmit_time,cpu,memory,disk,ai_accelerator,rely_data
9101,1.8085496913052774,0.6293551699399752,1.4264992796368245,2,217,144,NPU,
4805,1.8219994935290682,1.0074292539541496,1.2425282398463704,1,210,463,TPU,
9003,1.8292640187953975,1.1775517093371641,1.5374298360998457,2,1276,384,GPU,
3982,1.8292658797697592,1.3836133532132302,1.2965977374665634,2,253,271,TPU,
3016,1.8331157089907695,2.267850097176964,1.3009676183129686,1,944,371,GPU,
445,1.839540672970211,1.5168277422788319,0.3143825681843123,2,1106,480,GPU,
6033,1.850091237438828,0.22983195113266147,1.1424452602646635,2,379,476,NPU,
6692,1.873871559977101,0.44322343602335257,0.33435210889474604,1,877,465,GPU,
3351,1.8764224355204415,0.5051169912904018,1.416279454355589,2,1523,209,GPU,
98,1.904114664600009,2.790440238572386,0.3006140390487475,2,953,125,TPU,
6243,1.9149144352288467,1.1881026342626833,1.0756853930618222,2,1317,380,NPU,
4058,1.9307596662972442,0.8611068642069607,1.115397486963551,2,721,430,NPU,
4140,1.931089301612319,0.5257593150255673,0.8370015728398273,1,381,457,NPU,
9105,1.9326989093775677,1.8607054529758087,1.3019225323042392,2,793,174,NPU,
3275,1.9398683641563477,3.18198599190138,0.37585099332050337,1,988,173,TPU,
1754,1.9622602911561713,1.106996246023997,1.099220819160387,2,1298,213,TPU,
5343,1.9694925758890585,1.3674662212455677,1.5437127481188884,2,1254,183,NPU,
8084,1.9793554526075936,1.9670542004321385,0.9068346078261967,2,297,208,GPU,
8094,1.981326106491895,1.674423174865376,0.8923483945092705,1,1155,444,GPU,
2648,1.9895653787621537,1.7612233910790414,1.0568564581948587,2,274,234,TPU,
9034,1.9990122506984915,2.932740071514654,0.8321931970633312,2,348,442,NPU,
5388,2.020357121987198,1.13534481192331,0.3365602350027247,2,1026,375,NPU,
9498,2.0405865656638182,0.6501795177193878,1.1139023918838373,1,891,339,GPU,
9439,2.041232068531511,1.4003439617433737,0.9922865360438858,1,272,388,NPU,
6433,2.0557658507588883,2.1205248838485704,1.4003161752610394,2,1462,481,NPU,
8352,2.071823426289889,0.09152522303792636,0.4791238198557747,1,517,484,NPU,
7082,2.084901227968508,0.8592609567024825,0.35911246018313303,2,884,369,GPU,
8555,2.087660509236814,0.7010994065300514,0.738821805644846,2,292,306,GPU,
6589,2.1045468630422963,0.6998710706866311,0.8065101412344533,1,787,427,GPU,
5144,2.1206560357083095,0.04539436721084215,0.5872413941214158,2,1236,212,TPU,
9586,2.1241220608528346,1.8396226276533307,0.6782522487555566,1,1241,201,NPU,
1059,2.1316442563755977,3.0365920797872645,0.9799902374338922,1,1049,468,NPU,
8392,2.1511904334342513,0.6633715958256847,1.4099457414139258,2,222,133,TPU,
4802,2.1570964658354503,0.06830170101328728,1.5104765705085974,1,227,306,NPU,
7076,2.161792752186391,2.516597383466265,1.401257178375028,2,874,398,GPU,
2176,2.1781068254276623,0.779972197868826,0.8706321570150396,1,1482,249,NPU,
2821,2.1890172823244214,1.4805872086539862,0.8742881898673365,2,916,493,GPU,
8183,2.1905250869165696,0.18063623439601856,0.6765781602488088,2,1168,298,TPU,
6859,2.1955627231147354,0.17742218159046566,0.8681782566940885,2,784,283,NPU,
8063,2.203858728234812,2.956393524410337,0.4315887188393387,2,569,233,TPU,
1493,2.2081188172704675,1.7069133153073872,1.391103275739853,2,908,168,GPU,
7156,2.2108236047428997,0.5669407658507153,0.6965891722137134,2,522,446,GPU,
2184,2.2125473457168567,0.6755962321401211,0.8860092827208615,2,1331,196,NPU,
1008,2.232766729938346,2.2240584756605517,0.8231933313856646,2,1311,227,TPU,
976,2.243188394009085,0.5601098213240996,0.7696218413317291,2,984,260,NPU,
7048,2.260571837982546,1.9530133302937438,1.1364559154015104,1,783,382,TPU,
8755,2.2608053865161297,0.631238396023721,1.2903393602896878,2,1420,357,GPU,
6724,2.2623098457637987,0.7044375104414979,0.9091746683827796,1,1399,178,NPU,
3786,2.264027104779815,1.2422165695595204,1.5523885289227382,1,736,226,TPU,
3139,2.276260054601656,0.14204521492373454,0.8048994369275441,1,354,463,NPU,
4697,2.282352886954811,1.0198212198962218,1.091607302644495,1,433,165,GPU,
2623,2.290729911404334,1.0123444655680425,0.9503087146596646,1,1071,100,TPU,
9375,2.2946029444153084,0.42431595129458605,0.3056038386157079,1,741,342,NPU,
7972,2.305040895106717,0.5892395274343736,0.34435612259523624,2,765,489,NPU,
390,2.314076880479441,1.057550830178655,0.6114438315197281,1,1507,119,TPU,
1930,2.317017848698426,0.0370194242922803,1.2417455786143394,2,516,209,NPU,
6274,2.323441826429854,0.4016889240115411,1.2816539702088403,1,1099,447,GPU,
308,2.3292505617189785,0.6640331614030986,0.4468285563006843,2,348,173,NPU,
7264,2.347640031486542,1.7335791516269945,0.9401153800912471,1,1213,139,GPU,
6372,2.3493898015503465,1.3388289959173532,0.3435140497103779,1,562,208,GPU,
7334,2.35002892256125,1.7079785855795513,0.8086123394580863,1,640,421,TPU,
4341,2.3588641752819113,0.5223938148191593,1.4988960943325815,1,758,126,GPU,
2048,2.3761946565322707,0.09329510292652665,0.3703188347335368,2,279,365,NPU,
4604,2.3849150260211425,1.0484790293598185,0.7239750065508421,1,395,460,GPU,
1056,2.393299355574622,1.0084692860293694,0.5100508334379059,2,1025,395,NPU,
9459,2.4152768738748716,0.007245677335137014,0.8447560239151995,1,1429,431,TPU,
8818,2.4216770407590937,0.5471903674906975,0.6181207237644395,1,626,198,TPU,
5014,2.437756123884579,1.9456609029996421,1.396795967848749,2,661,299,TPU,
8643,2.4439199519818784,0.3485947027498883,0.8672238791014425,2,530,367,TPU,
6530,2.4456766595281914,2.433107064900265,0.793496871006995,2,602,285,NPU,
1129,2.450078389891277,1.2591355907377209,1.5511647787651992,2,1444,445,TPU,
5915,2.4553850018280556,1.3213998615220952,0.9953045283446655,1,421,157,TPU,
990,2.4623326688987546,1.3370976279680804,0.6412649769275831,1,1457,302,TPU,
2738,2.4639767704166826,1.9343665333679143,0.44373848240173536,2,1088,203,NPU,
8846,2.528296700426066,0.6842773127245253,0.35250672218524676,2,1528,185,GPU,
707,2.529299967613814,0.9225993514135243,1.0793656129227598,1,394,316,TPU,
6569,2.534654270323186,1.335701314539619,0.4439785881243125,2,1444,466,TPU,
1756,2.5753517227815172,1.0434881047101272,1.3035542715279471,1,982,320,TPU,
9865,2.576673354180153,0.07434685594484003,0.7544451863373874,2,546,233,GPU,
7298,2.577260501342548,3.694839156356422,1.076691639671309,1,1030,120,GPU,
9808,2.5940666767573983,0.73122052585975,1.063079427516667,2,964,492,NPU,
2059,2.6070682317251292,1.3030880807253833,0.5390029773145524,2,1295,496,NPU,
2675,2.610316095098523,0.48817831309426735,0.6189857178998246,1,729,418,TPU,
8376,2.6522282766322114,2.1604208581510727,0.46553750456902554,1,1381,322,GPU,
4784,2.6747051658545873,3.2662588241081862,0.724642319437431,1,699,233,NPU,
6610,2.7022399727988504,0.4284225115527403,1.3697945001069247,1,678,171,TPU,
1428,2.7237424777154313,3.9118659020111184,1.1337943998849451,2,580,290,NPU,
5578,2.7283487009044487,0.6474050465239364,0.5100167045902743,2,729,401,TPU,
95,2.7297158736071454,2.837704006041221,0.9594813188251535,1,696,118,GPU,
7232,2.7346519800468285,2.555865884642182,1.525167146289258,2,814,468,TPU,
1374,2.7496645668383373,0.7142022301056833,0.39342524066762236,1,1317,427,TPU,
6219,2.7937081686504213,1.244865435522568,0.9662336930667393,1,538,123,GPU,
4084,2.7951088189502125,1.7605370542029415,0.6722127735396424,2,373,206,NPU,
9123,2.818975771695725,1.0337833777673566,0.9358262935243374,2,562,496,NPU,
9758,2.8312925647820624,1.2786232666547324,1.1369500451973829,2,446,338,GPU,
9920,2.832193713113984,2.3586248522907507,1.30630718228588,2,1477,435,NPU,
8749,2.864776896750177,2.2098927288475156,0.7842655210167158,1,772,111,NPU,
7330,2.868179707766937,0.4219899954914866,1.0126503834576976,1,440,178,GPU,
8194,2.9028077723058705,0.4547454508728752,1.4810728677250196,2,1093,363,TPU,
6841,2.907802409420023,0.7663081999033751,1.0169778977547645,2,1295,456,NPU,
5547,2.917374983693342,0.9730373106006565,1.4475193699348576,2,1217,175,TPU,
6064,2.9388993545904385,0.17347764523433754,0.4316541265308884,2,1378,165,GPU,
9643,2.961482226461749,2.228499980682196,0.5702304621564731,1,759,320,TPU,
3969,2.9835129905637054,1.4431786947252183,1.5760978672199837,2,356,493,NPU,
9585,2.9872926732454887,1.0662254276854308,0.6605976514704031,1,758,368,GPU,
7098,2.9891334964709575,2.602833733297205,1.4187746289802743,2,316,123,NPU,
7582,3.022560281981276,0.08830142029701153,0.4107939858910878,1,831,329,NPU,
6406,3.022619233917025,2.3207718443637537,1.207411493090468,2,1429,314,NPU,
1202,3.0451506121217085,0.42715528416399373,0.3794008692401872,2,934,380,TPU,
3039,3.0543006189899313,2.1067044086482136,0.38555001063785826,2,297,397,TPU,
9482,3.0573789078709828,0.18381019145078234,0.624444201178652,1,1107,335,GPU,
9391,3.074290340607832,0.4163010791430543,0.9804204037179216,1,479,440,NPU,
5013,3.0844403151128725,2.950933417594182,0.8409303666476361,2,295,193,TPU,
9388,3.0881056225229475,0.2505893229775572,1.4309942189118336,2,507,273,NPU,
8735,3.098628296359242,0.561749211239776,1.3081543465027183,2,249,443,GPU,
5088,3.1061026455327325,1.6492603610215497,0.5748453318035358,1,1105,111,TPU,
8527,3.1179033900474757,3.451795939694846,1.4643559345153685,1,1418,266,TPU,
3095,3.118372838700399,1.3950450282353322,1.1342629655655583,1,871,397,GPU,
3487,3.1470593193154084,0.6204232583945328,0.9090600466662271,1,1150,458,TPU,
1396,3.149165423008803,1.2193565344067598,1.4838999150654641,2,1489,463,TPU,
731,3.1523469430436695,1.7741603297827946,0.8203032732077206,2,1069,385,TPU,
2209,3.15291301197504,0.6970190405511224,0.6384855753845063,2,435,447,GPU,
9069,3.1652681902452495,1.6268753754556673,1.4554998871857148,2,1002,194,GPU,
1685,3.1661720708043735,1.4843358503211632,0.9664367674047986,1,1386,272,TPU,
3230,3.188478782767408,1.8134845312737458,0.6845388419052019,2,238,185,GPU,
2782,3.194733108840037,0.6200155612603571,1.179710707727193,1,1128,237,TPU,
5359,3.1964453140277036,0.11375930556403203,0.9766941538267881,1,1453,257,TPU,
318,3.2008734204261833,0.7118349800027794,1.4925514435497895,1,1268,349,GPU,
7868,3.2107947718346455,1.1673957832115383,1.5823260951392533,2,355,442,NPU,
7664,3.213464775852525,1.43062643060793,1.028396475909656,1,1032,245,NPU,
1801,3.21374374137742,1.099516921162316,0.5010427298167851,2,1190,396,TPU,
5964,3.2202248508307676,1.977882398217133,1.560255432597842,2,943,331,GPU,
448,3.227506154373524,0.22936229540197678,0.3188996687733402,2,759,416,GPU,
6523,3.235278746810739,0.27001204773992354,0.5694835699322046,2,371,397,TPU,
1666,3.252218878564724,3.025102743697844,0.47387534816267374,1,664,366,TPU,
2945,3.253136880052413,1.1113865990284875,0.872532457357725,2,717,473,GPU,
5486,3.262997489530579,0.48164215391729837,0.5121615944283441,2,558,219,NPU,
2175,3.276157535917763,1.347786701673892,1.1803971422005506,1,1365,412,NPU,
253,3.277594504413546,1.437437295871564,0.5915560845534539,1,902,155,TPU,
5278,3.2880116791397436,2.2356873043071173,0.5519984329191658,2,502,394,NPU,
7875,3.2964723599043286,0.25821639071302666,0.8133227679402486,1,1281,238,GPU,
2410,3.310863583377437,1.3048103747359574,0.6123932935033227,1,319,489,TPU,
3972,3.3313148224235265,0.3644350005708106,0.6563468040445153,2,1035,306,NPU,
2304,3.332214235932258,1.9921769905094828,0.7123573119173088,1,721,214,GPU,
9008,3.3528972473403664,2.5177510214447736,1.2246063705037125,2,339,400,NPU,
5081,3.357562383908217,0.5478370165454608,0.4311408749170599,1,202,498,TPU,
3260,3.375730571607098,0.03131763794237025,0.950338472370983,2,1496,323,NPU,
1018,3.399306652996108,2.6748480286051692,0.4011234900905463,1,891,108,GPU,
4600,3.4689229998366296,0.4373414101997624,0.7498350943576365,2,652,323,NPU,
8974,3.4710605473340923,1.443529346158659,1.1796338025286026,1,1394,386,GPU,
2925,3.4957206221526476,1.6244177719289135,0.35753441413072956,1,925,480,NPU,
285,3.4963073878569713,0.7215716631454013,0.8970391563816715,1,865,250,GPU,
7439,3.5144160169333203,0.8686998472565197,1.4342171666969226,1,808,488,TPU,
1843,3.531179423467182,1.6240864017068737,0.5962544596802705,1,1330,467,NPU,
4589,3.540642011970257,2.3536832652591713,0.878015214135538,2,491,154,NPU,
9059,3.5487665830892414,1.2864607799884382,0.8406161037019987,1,1131,429,GPU,
2722,3.559919224860852,2.118889057400489,0.6618400382413159,1,1415,494,GPU,
8077,3.5748309510999485,0.038312764320209636,1.578181114180537,1,1178,343,NPU,
2807,3.599498300293384,1.09934288829954,0.8545184383869832,1,1448,459,NPU,
9009,3.6027533734346453,0.5763522143239364,1.2937637661477406,2,1207,303,TPU,
4694,3.604385138265922,1.157981290883147,1.3806516887898208,1,276,197,GPU,
5993,3.604388066328906,1.0726403778331255,1.1998083117066756,1,1388,374,NPU,
8332,3.6074197824950103,0.07725539274582581,1.2147006384687415,1,1383,454,GPU,
9835,3.6107115532904843,1.0319109869643734,0.3426295622892148,2,344,423,NPU,
8766,3.6132539725902912,1.278616292106557,0.9107295686256017,1,630,401,TPU,
618,3.614347407077646,3.620740147541221,0.8877150849065437,1,668,156,GPU,
5221,3.6217412638267454,1.4399471438257303,0.4587924010426737,1,396,120,NPU,
4905,3.6397040499084827,0.19145555669869027,1.584458955002938,1,713,116,NPU,
8135,3.6404958668286143,0.12020898907194111,0.7954070114235288,1,601,336,NPU,
7142,3.650641095475984,1.1577252358903025,0.5701733380250287,2,410,463,TPU,
973,3.6515946820488097,2.051206014223873,0.9654782529227824,2,805,234,GPU,
7018,3.660942043588532,2.3630238272292625,1.2722324153397955,2,1212,165,TPU,
9724,3.675457922297664,0.6106050191071173,0.5684999505686368,2,1158,194,NPU,
3866,3.696779085257184,3.480606876323524,0.3578948189962286,1,499,263,TPU,
3747,3.7046966407594026,1.4737095917580125,1.0968594932938993,1,294,384,NPU,
5374,3.7111118165578265,3.3593211933651035,0.5303518595573726,2,905,262,TPU,
3145,3.714343422327625,0.24925145953835623,1.3389798089178093,1,1516,128,NPU,
6147,3.724750134516342,0.2803416191967238,0.8492404414263135,1,565,169,TPU,
3271,3.725624507670868,1.6144859001315228,0.7309995787800867,2,789,495,NPU,
3009,3.7307463056172994,1.0299415084860797,1.2639924510261067,2,923,481,TPU,
4151,3.738937944545763,1.1627455303318586,0.396246501504148,1,913,443,TPU,
3638,3.7726891029627305,2.226803622276417,0.6469195792692823,1,1496,107,TPU,
3817,3.774937239302586,1.0182040321198107,1.5132527876593136,1,803,380,NPU,
6341,3.7931827784744967,1.9700655147632837,0.9459378674863732,1,566,158,NPU,
5095,3.7950484810078153,0.8383893406038926,1.2101128576973512,2,316,273,GPU,
4441,3.8178967193779183,1.5255904587846638,0.8650867742930374,1,1021,144,NPU,
5280,3.825276606209527,0.9453102055665491,0.7490419605981665,2,248,452,GPU,
8036,3.829879881713858,1.3175201993053598,0.4713879761208756,2,1139,138,TPU,
497,3.832426616813562,2.825553632219623,0.419225565501349,2,1501,384,TPU,
4889,3.836171568265044,2.2893490926120994,1.431726584143658,1,445,106,NPU,
1406,3.8477057587018932,2.0355271286660286,0.416583566735484,1,215,280,NPU,
2307,3.8583334594868415,1.3323752418714139,1.0966598767395728,2,403,172,NPU,
9918,3.895542471620137,0.11325080924730703,1.4261442063873837,2,564,309,TPU,
2801,3.899747376109289,0.6259117359933719,1.54325070421203,1,1243,310,NPU,
78,3.903449536915015,2.024959467803381,1.5002946867476603,2,574,221,GPU,
6543,3.9061307949451707,0.6066197400849105,0.528267832534554,1,827,221,NPU,
421,3.9454441110747585,1.1089826164848926,0.35296754728163166,2,1433,495,NPU,
5440,3.964177034662623,0.984778906589259,0.8942027838083157,2,266,271,GPU,
3732,3.968909492390494,1.220915873650674,1.01560832278155,1,698,376,TPU,
2506,3.984334695797018,0.33453882513435773,0.8649949947753568,2,1520,470,NPU,
3618,3.995996976958928,1.4078514282303318,1.3000372885383364,2,941,101,TPU,
4562,4.002595423847607,1.9273038263078957,1.0556955318889387,1,684,456,TPU,
9550,4.056487961872669,1.686913224365589,0.5524499272614899,1,1325,219,GPU,
1310,4.056752881587696,1.262300815791078,0.6614972145667156,1,1172,171,NPU,
8478,4.072538273562335,0.8210398268428847,1.0838332138552178,2,479,160,TPU,
3885,4.085336600906059,0.3862293369760554,0.39746428833076836,2,568,461,TPU,
3462,4.088454357966038,0.12480814253966645,1.43680867557859,2,1283,138,NPU,
8491,4.09717009002445,0.17267446264302885,0.8612927271924649,2,368,419,TPU,
2574,4.127691403241142,2.4948021750505958,0.5863359648791775,1,1175,143,TPU,
1309,4.1321929174406975,0.8247623184124158,0.3454521256246144,1,267,386,TPU,
2753,4.145957174760374,2.4843633199361954,0.6080969204844984,1,468,187,GPU,
5789,4.147546854109603,2.168145277659804,1.5363993779318688,1,635,248,NPU,
74,4.153288943535972,1.7938009433697604,0.9422810137234029,1,1130,240,TPU,
8050,4.1647124084753,2.083951333441958,0.5426893763294528,1,389,342,TPU,
6648,4.171507698889497,0.27017137606264185,1.3812860991861147,2,707,327,TPU,
9262,4.178783873370184,0.5620716190333345,1.3532115005161252,2,562,106,TPU,
9184,4.18354395963544,1.5525029953749696,1.5234235138209966,1,1459,317,NPU,
914,4.19765586488776,0.6271780773913384,1.4559791837717018,1,1060,486,GPU,
1328,4.201679469197102,0.9358694820577333,1.1435414607181136,1,1355,217,GPU,
2638,4.2037770138854444,0.7312881793521648,0.7351647403570724,2,1079,320,GPU,
6672,4.219772089895935,0.8040571832777202,0.8657978649350907,1,240,380,GPU,
7110,4.224624570849048,0.438157808730953,0.8455982577114132,1,960,273,NPU,
1654,4.224773801797646,3.317981949218647,0.31847475445912715,1,656,150,NPU,
5102,4.225519666794497,0.8298391181085492,1.2216554058749454,1,1416,351,TPU,
8589,4.226678295532608,1.2596090951384216,1.5600832018330357,1,1276,172,TPU,
3522,4.239797514271494,0.15144484890612137,1.4261715374078436,2,1112,345,GPU,
4001,4.241507930181514,3.2472368765786452,1.5867160773525826,2,1037,316,GPU,
9885,4.242167862636369,0.9973949563144912,1.3515004898448728,1,685,480,GPU,
5488,4.246550291225678,2.203838479047471,0.9160859544016268,1,1103,100,TPU,
7231,4.252434349913158,1.1726751811652634,1.3417024203459473,2,839,464,NPU,
7224,4.257276351669834,0.2558956441564778,1.2706063904438671,1,254,142,NPU,
7958,4.275028513886776,1.0157035395905756,1.5200574595210543,1,733,142,NPU,
1327,4.296074718323266,0.9347766683631608,0.3547186820759801,1,1145,302,TPU,
1080,4.304936982653449,0.3576962649550518,1.5238703967204301,2,610,348,GPU,
3661,4.3094089094178605,1.7867922812129582,0.5656823763979233,1,1252,384,GPU,
1673,4.3573338358583165,2.1510324637667977,1.1636058602426962,1,452,188,GPU,
9171,4.364579468998663,0.8601280632105915,1.4907117967049321,1,1166,432,NPU,
9005,4.378130839752961,0.21728361126087112,0.9765127839445206,1,1351,480,GPU,
9132,4.378608583861146,1.12389025875008,0.8616029570708712,1,552,111,TPU,
4603,4.392332883600556,0.11942884392804884,0.746453446857722,1,909,341,GPU,
3548,4.395105053490154,3.0005927260337923,1.464476142249131,2,745,113,NPU,
5334,4.397052028471887,1.9940691589733097,1.0066631104943689,1,1288,194,NPU,
3562,4.408234759458983,0.0695153549047121,0.9241671489913893,2,1117,400,GPU,
5666,4.408349682592517,1.4401169697321403,0.8579030370074587,2,372,118,NPU,
3441,4.4153912554048755,0.4381803131841121,0.4129148693040876,1,1398,190,NPU,
2096,4.425017792990441,0.5565150033444705,1.0239238816689844,2,550,131,TPU,
9652,4.431831866724201,3.0676824734709607,0.45489131610600403,1,830,268,NPU,
6638,4.441642747159369,2.56383292406216,1.1394507336883077,2,922,261,TPU,
3483,4.442823488702474,0.8273681656929527,0.45387451334671985,1,618,262,NPU,
5460,4.456286146319289,0.7388244550039874,0.4294852485069168,2,1475,130,NPU,
2315,4.4600606893404775,0.574361267514983,1.5770599558957012,2,987,328,TPU,
265,4.461612210824853,1.2164879941893305,1.2758102255339674,2,1352,218,GPU,
8322,4.465285996246143,1.3214106200561566,0.812385215310329,2,1308,204,GPU,
2984,4.480860107097964,1.06101751333385,1.5030416922886243,2,904,256,GPU,
3027,4.48423881573685,1.0555915450466977,1.4402019743434098,2,362,145,GPU,
1438,4.510276775379888,0.1030324158161575,1.136822897819326,1,649,328,NPU,
1928,4.519411302342535,2.3024465015669824,0.6039966649175945,2,1516,224,NPU,
218,4.5230124299156955,0.14088891814299453,1.0271352282325523,2,592,120,TPU,
8833,4.540828543339106,2.01218496387208,1.5634701705816187,2,641,269,GPU,
727,4.562978007117353,0.5921366049336048,1.187248889185676,2,1531,274,GPU,
2161,4.576380447625323,1.958393722343803,1.1395238318054601,1,1127,145,TPU,
1736,4.58766208842035,0.021379604208348005,0.8969879435508373,2,702,215,GPU,
7350,4.588908928790888,0.864152648199025,1.5537528917393566,2,571,270,GPU,
8874,4.613527589360936,0.3840635934138852,1.2821858625410756,1,1355,420,TPU,
1040,4.615669413708104,0.7648319692419668,1.5085560358843466,1,750,157,TPU,
602,4.621713275281705,1.3445053867905896,0.4919878700140782,2,500,185,NPU,
7731,4.62353832855027,3.7352464761799666,1.070587944677836,2,1402,490,NPU,
6675,4.639967621995169,0.5287911161364858,1.4298510020998667,1,880,445,NPU,
3176,4.649808715067801,0.06153258464475013,1.1208712993300094,2,764,104,TPU,
9254,4.650757538424331,0.3512376767152889,0.35309620991531904,1,923,358,NPU,
6909,4.65636173946852,1.3461612220586514,1.0538227597197114,1,1293,191,NPU,
5340,4.657848387719218,1.9210688942695149,1.207795599983263,1,1439,233,GPU,
3550,4.677609112060089,2.523579487130662,1.331929499792289,2,758,429,NPU,
3774,4.681135466453817,2.1523111235623036,1.3911515966576975,2,1341,352,TPU,
4290,4.681540913372602,0.31300134124119877,0.7482171564695274,2,801,381,NPU,
986,4.693553542039357,0.9311591550980372,1.0027377266938697,2,954,332,TPU,
2615,4.6958384094685695,0.29278450367308967,0.32008292290408713,2,831,127,NPU,
8085,4.701570587620394,2.329043654272794,0.9630152881652964,2,292,356,GPU,
6601,4.736991628438757,0.9143974678854576,1.397869801905735,1,1454,226,NPU,
9519,4.771882822039432,0.12012268065408484,1.5537179331854691,2,907,468,NPU,
7490,4.77292448028215,1.0153319613073766,1.1814558618270743,2,296,456,TPU,
4498,4.784839055603804,1.939985856594361,1.1174902645981926,1,1171,319,TPU,
9253,4.813653881296682,3.539379413562528,0.6456959030644944,1,329,188,GPU,
1494,4.8172574362630485,1.058699518521867,0.36462709125166193,2,1438,338,TPU,
2125,4.824456677002324,2.103954748772997,0.7063652819748776,2,704,390,TPU,
